,0,1,2,3
0,3.0,10.0,0.0,-1.0449999570846558
1,3.0,13.0,0.0,-1.059999942779541
2,3.0,19.0,0.0,-1.090000033378601
3,3.0,17.0,0.0,-1.0800000429153442
4,3.0,32.0,0.3419160842895508,-1.1549999713897705
5,3.0,5.0,0.004677170421928167,-1.0199999809265137
6,3.0,12.0,0.008464720100164413,-1.0549999475479126
7,3.0,7.0,0.005177189130336046,-1.0299999713897705
8,3.0,9.0,0.004194817040115595,-1.0399999618530273
9,3.0,10.0,0.006804836913943291,-1.0449999570846558
10,4.0,14.0,0.07199346274137497,2.940000057220459
11,3.0,25.0,0.11663109809160233,-1.1200000047683716
12,3.0,3.0,0.0056413086131215096,-1.0099999904632568
13,3.0,10.0,0.008296431973576546,-1.0449999570846558
14,4.0,38.0,0.26885995268821716,2.819999933242798
15,3.0,7.0,0.035420216619968414,-1.0299999713897705
16,3.0,3.0,0.024153253063559532,-1.0099999904632568
17,3.0,28.0,0.07528041303157806,-1.1349999904632568
18,3.0,53.0,0.06753002852201462,-1.2599999904632568
19,4.0,29.0,0.13614661991596222,2.865000009536743
20,3.0,9.0,0.03337288275361061,-1.0399999618530273
21,3.0,14.0,0.07755398005247116,-1.065000057220459
22,3.0,15.0,0.053798165172338486,-1.0700000524520874
23,3.0,8.0,0.011002566665410995,-1.034999966621399
24,3.0,9.0,0.014655004255473614,-1.0399999618530273
25,3.0,8.0,0.011361027136445045,-1.034999966621399
26,4.0,10.0,0.009879778139293194,2.9600000381469727
27,3.0,7.0,0.055956847965717316,-1.0299999713897705
28,3.0,11.0,0.043001871556043625,-1.0499999523162842
29,3.0,4.0,0.006534065585583448,-1.0149999856948853
30,3.0,7.0,0.025616738945245743,-1.0299999713897705
31,3.0,7.0,0.017664799466729164,-1.0299999713897705
32,3.0,3.0,0.005801225546747446,-1.0099999904632568
33,3.0,30.0,0.06745076179504395,-1.1449999809265137
34,4.0,24.0,0.08323679119348526,2.890000104904175
35,3.0,7.0,0.026640908792614937,-1.0299999713897705
36,3.0,4.0,0.014880361966788769,-1.0149999856948853
37,3.0,34.0,0.13665077090263367,-1.1649999618530273
38,3.0,16.0,0.023528441786766052,-1.0750000476837158
39,3.0,6.0,0.00501903286203742,-1.024999976158142
40,3.0,4.0,0.003921631723642349,-1.0149999856948853
41,3.0,8.0,0.014118732884526253,-1.034999966621399
42,3.0,5.0,0.00931689515709877,-1.0199999809265137
43,4.0,17.0,0.02778564766049385,2.924999952316284
44,3.0,3.0,0.0262567438185215,-1.0099999904632568
45,3.0,4.0,0.006081267260015011,-1.0149999856948853
